event,year,date,company,tickers,speaker,announcement,category,summary,key_number,metric_value,metric_unit,ship_quarter,availability,quote,confidence,video_id,video_url
COMPUTEX,2024,2024-06-06,Delta,2308.TW,Delta keynote,End-to-end precision cooling solution for data centers,server,"Delta said it is working on an end-to-end precision cooling solution for entire data centers, moving beyond single cooling components. The announcement matters as AI data centers increasingly require integrated thermal management.",,,,,roadmap,We are also working on a endtoend precision cooling solution for the entire data center.,0.82,iiRie4LmiaA,https://www.youtube.com/watch?v=iiRie4LmiaA
COMPUTEX,2024,2024-06-06,Delta,2308.TW,Delta keynote,Wi-Fi sensing positioning system,platform,Delta introduced AI-based Wi-Fi sensing that repurposes Wi-Fi signals for device positioning by solving multipath effects. The system claims materially better accuracy than signal-strength-based Wi-Fi positioning.,35 cm,35.0,cm,,announced,We use AI algorithms to to solve this multi pass problem and come up with a precise positioning system whose error is about 35 cm point 35 m which is about five to 10 times smaller than existing signal based signal strength based Wi-Fi positioning system.,0.88,iiRie4LmiaA,https://www.youtube.com/watch?v=iiRie4LmiaA
COMPUTEX,2024,2024-06-06,Delta,2308.TW,Delta keynote,Wi-Fi vital-sign sensing,platform,"Delta announced Wi-Fi-based sensing algorithms that estimate breathing rate, heartbeat rate, body movement, and sleep stage without wearables or EEG. The capability enables applications such as sleep monitoring and healthcare sensing using existing Wi-Fi devices.",95% accuracy at a 5 m distance,95.0,%,,announced,"So by analyzing the minor variations in the Wi-Fi of the in the SCSI of the Wi-Fi signals, we come up with a breathing rate estimation algorithm that can achieve something like 95% accuracy at a 5 m distance as well as a hard beaten rate estimation algorithm that can achieve something like 83% accuracy at a one meter distance.",0.87,iiRie4LmiaA,https://www.youtube.com/watch?v=iiRie4LmiaA
COMPUTEX,2024,2024-06-06,Delta,2308.TW,Delta keynote,Q Wi-Fi quality-of-service-conscious Wi-Fi system,networking,"Delta announced Q Wi-Fi, a quality-of-service-conscious Wi-Fi system that uses AI for network-wide access point coordination, self-organization, self-optimization, and built-in device positioning. It aims to deliver private-5G-like performance at lower cost.",less than 30 millisecond,30.0,ms,,announced,Q Wi-Fi develop Q Q Wi-Fi builds this device positioning capability as a first class functionality into every constituent access point and is able to reduce the interapp handover latency from what used to be something like 100 to 150 millisecond down to something like less than 30 millisecond which is comparable to or better than most 5G systems and in addition with the device positioning technology can enable more effective dynamic load balancing among Wi-Fi access point and continuous network operation in even in the presence of planned or unplanned access point shutdown.,0.9,iiRie4LmiaA,https://www.youtube.com/watch?v=iiRie4LmiaA
COMPUTEX,2024,2024-06-06,Delta,2308.TW,Delta keynote,BITS drone-based bridge inspection automation,software,"Delta announced BITS, an end-to-end AI automation system for drone-based inspection of large infrastructure such as bridges. It automates 3D modeling, inspection flight path computation, GPS-denied autonomous flight, image capture, defect detection, and report generation.",,50.0,%,,announced,So what's the upshot? The upshot is that bits uses this end to end automation uh capability to uh cut down the bridge inspection cost by half and reduce the elapse time to one/ird.,0.91,iiRie4LmiaA,https://www.youtube.com/watch?v=iiRie4LmiaA
COMPUTEX,2024,2024-06-06,Delta,2308.TW,Delta keynote,BITS level-four bridge inspection automation,software,"Delta positioned BITS as a level-four automation system for drone-based bridge inspection, including automated image analysis and inspection report generation. This substantially reduces operator involvement versus current manual drone inspection workflows.",,4.0,level,,announced,But with bits bits correspond to level four automation.,0.84,iiRie4LmiaA,https://www.youtube.com/watch?v=iiRie4LmiaA
COMPUTEX,2024,2024-06-06,Delta,2308.TW,Delta keynote,Kota ADAS stress-testing platform,software,"Delta announced Kota, a system that generates large numbers of corner-case simulations to stress test ADAS software and identify failures. It provides pass/fail results, pinpoints whether perception or control caused a failure, and suggests remedial training.",,,,,announced,Kota is the the test case generator that generate uh supposedly generate this millions and millions of corner test cases and then pray them in the in the virtual environment simulator.,0.9,iiRie4LmiaA,https://www.youtube.com/watch?v=iiRie4LmiaA
COMPUTEX,2024,2024-06-06,Delta,2308.TW,Delta keynote,Kota remedial ADAS retraining loop,software,"Delta said Kota can generate additional training cases based on failed ADAS tests, retrain the deficient subsystem, and retest until the issue is corrected. Delta framed this closed-loop test-identify-remove capability as differentiated versus state-of-the-art ADAS testing.",,,,,announced,I claim that it is the kotas capability to completing this test identify problem remove problem test identify problem remove problem loop that uniquely pushes behind the state-of-the-art in a adas testing that is to our knowledge there's no other adas testing can do anything like this okay so eventually eventually under Kota um when um ADA system fail the more test ADA system fails the better it is going to get this is somewhat somewhat sort of like a paradox but that's what happens like the more test you can fail under kota the better you are going to get right so finally we all know that um AI technology is eating the world and the revolution is just beginning.,0.82,iiRie4LmiaA,https://www.youtube.com/watch?v=iiRie4LmiaA
COMPUTEX,2024,2024-06-06,Delta,2308.TW,Delta keynote,Autonomous mobile robot that can ride legacy elevators,other,Delta disclosed work on an autonomous mobile robot capable of using legacy elevators without human intervention. This suggests Delta is extending its AI automation portfolio into building and logistics robotics.,,,,,roadmap,"For example, we have uh autonomous mobile robot that can ride legacy elevator that you can take take the elevators up and down without human intervention.",0.73,iiRie4LmiaA,https://www.youtube.com/watch?v=iiRie4LmiaA
COMPUTEX,2024,2024-06-06,Delta,2308.TW,Delta keynote,AI-driven PCB layout tool for power electronics,software,Delta disclosed an AI-driven PCB layout tool specifically tailored to power electronics circuit design. The tool targets automation of a specialized design workflow central to Delta’s power-electronics business.,,,,,roadmap,And we have a AIdriven PCB layout tool that is specifically tailored to power circuit power electronics circuit design and so on and a bunch of other things.,0.73,iiRie4LmiaA,https://www.youtube.com/watch?v=iiRie4LmiaA
COMPUTEX,2024,2024-06-05,Gigabyte,2376.TW,AI TOP launch,GIGABYTE AI TOP local AI training platform,platform,"GIGABYTE announced AI TOP as a desktop local AI training solution combining hardware, software, and support tools. It targets organizations that want to fine-tune customized AI models locally while using standard electrical infrastructure.",up to 2.63 token per Watts,2.63,tokens/W,,announced,As a result the GIGABYTE AI TOP solutions are able to perform up to 2.63 token per Watts,0.92,Bnw5g6zsw0A,https://www.youtube.com/watch?v=Bnw5g6zsw0A
COMPUTEX,2024,2024-06-05,Gigabyte,2376.TW,AI TOP launch,AI TOP Utility,software,"AI TOP Utility is GIGABYTE’s local LLM training software with a no-code interface, dashboard monitoring, scheduling, and expert mode. It is positioned to make local fine-tuning of open-source LLMs accessible to non-experts.",top 20 most downloaded open source LLMs,20.0,count,,announced,Also we have tested the top 20 most downloaded open source LLMs with parameters ranging from 100MB to 236B which are fully available in the AI Top Utility,0.95,Bnw5g6zsw0A,https://www.youtube.com/watch?v=Bnw5g6zsw0A
COMPUTEX,2024,2024-06-05,Gigabyte,2376.TW,AI TOP launch,AI TOP Tutor,software,"AI TOP Tutor is a GIGABYTE cloud service that provides conversational guidance for configuring AI TOP hardware, software setup, and technical support. It complements AI TOP Utility by helping beginners and professionals start local AI training workflows.",,,,,announced,In summary the AI TOP Tutor is a cloud service that provides real-time conversation and leads you to the answer of every hardware and software question about doing local AI training,0.93,Bnw5g6zsw0A,https://www.youtube.com/watch?v=Bnw5g6zsw0A
COMPUTEX,2024,2024-06-05,Gigabyte,2376.TW,AI TOP launch,TRX50 AI TOP Motherboard,platform,"GIGABYTE introduced the TRX50 AI TOP motherboard for multi-GPU local AI training systems. It supports up to four dual-slot GPUs, large DDR5 memory capacity, multiple M.2 SSDs, and dual 10GbE networking.",4 PCI Express 5.0 x16 slots,4.0,count,,announced,The TRX 50 AI TOP provides 4 PCI Express 5.0 x16 slots to support up to 4 dual-slot graphics cards,0.96,Bnw5g6zsw0A,https://www.youtube.com/watch?v=Bnw5g6zsw0A
COMPUTEX,2024,2024-06-05,Gigabyte,2376.TW,AI TOP launch,W790 AI TOP Motherboard,platform,"GIGABYTE introduced the W790 AI TOP motherboard as a higher-end AI training board. It offers more PCIe expansion, DDR5 R-DIMM support, six M.2 slots, and Thunderbolt 4 connectivity.",5 PCIe 5.0 x16 slots,5.0,count,,announced,This one features a similar but a little bit more premium configuration 5 PCIe 5.0 x16 slots,0.94,Bnw5g6zsw0A,https://www.youtube.com/watch?v=Bnw5g6zsw0A
COMPUTEX,2024,2024-06-05,Gigabyte,2376.TW;NVDA,AI TOP launch,GeForce RTX 4070 Ti SUPER AI TOP 16G,gpu,GIGABYTE announced an AI TOP version of the GeForce RTX 4070 Ti SUPER with 16GB of VRAM for local AI training builds. The company emphasized its value and ability to scale to four cards on a single 1600W PSU.,16G,16.0,GB,,announced,Since most of computing jobs are handled by GPU we are now introducing GeForce RTX 4070 Ti SUPER AI TOP 16G,0.9,Bnw5g6zsw0A,https://www.youtube.com/watch?v=Bnw5g6zsw0A
COMPUTEX,2024,2024-06-05,Gigabyte,2376.TW;AMD,AI TOP launch,Radeon Pro W7900 AI TOP 48G,gpu,"GIGABYTE announced the Radeon Pro W7900 AI TOP 48G, a professional graphics card for AI TOP local training systems. It uses a two-slot turbo-fan design and ECC memory-oriented professional components and firmware settings.",48G,48.0,GB,,announced,Sincerely introducing W7900 AI TOP 48G and W7800 AI TOP 32G,0.94,Bnw5g6zsw0A,https://www.youtube.com/watch?v=Bnw5g6zsw0A
COMPUTEX,2024,2024-06-05,Gigabyte,2376.TW;AMD,AI TOP launch,Radeon Pro W7800 AI TOP 32G,gpu,GIGABYTE announced the Radeon Pro W7800 AI TOP 32G as part of its AI TOP professional GPU lineup. The card is aimed at local AI training systems requiring professional graphics features and ECC support.,32G,32.0,GB,,announced,Sincerely introducing W7900 AI TOP 48G and W7800 AI TOP 32G,0.94,Bnw5g6zsw0A,https://www.youtube.com/watch?v=Bnw5g6zsw0A
COMPUTEX,2024,2024-06-05,Gigabyte,2376.TW;AMD,AI TOP launch,GIGABYTE AMD Radeon Pro AIB partnership,partnership,GIGABYTE announced it has become a Professional Graphics Add-In-Board partner collaborating with AMD Radeon Pro. This underpins the new Radeon Pro AI TOP cards in GIGABYTE’s local AI training ecosystem.,,,,,announced,We are thrilled to announce that GIGABYTE has become the first and the only Professional Graphics Add-In-Board Partner on The Market that collaborates with AMD Radeon Pro series,0.9,Bnw5g6zsw0A,https://www.youtube.com/watch?v=Bnw5g6zsw0A
COMPUTEX,2024,2024-06-05,Gigabyte,2376.TW;8299.TW,AI TOP launch,AI TOP 100E SSD,memory,GIGABYTE announced AI TOP 100E SSDs in 2TB and 1TB SKUs for AI training workloads. The drives use Phison aiDAPTIVE technology to extend storage into training workflows and are positioned for much higher endurance than regular SSDs.,150-times of Total Bytes Written,150.0,x,,announced,Powered by Phison aiDAPTIVE technology these two skus have a 150-times of Total Bytes Written comparing to the regular SSD model so you don’t have to worry too much that huge amount of data exchange will kill your SSD’s lifespan,0.95,Bnw5g6zsw0A,https://www.youtube.com/watch?v=Bnw5g6zsw0A
COMPUTEX,2024,2024-06-05,Gigabyte,2376.TW,AI TOP launch,UD1600PM PG5 AI TOP PSU,other,"GIGABYTE announced the UD1600PM PG5 AI TOP power supply for AI TOP multi-GPU systems. It is designed for AI training workloads, supports four AI TOP graphics cards, and carries an 80 Plus Platinum certification and long warranty.",10-year warranty,10.0,years,,announced,The PSU is also certified with 80 Plus Platinum and a 10-year warranty proven our commitment to provide the best AI product,0.93,Bnw5g6zsw0A,https://www.youtube.com/watch?v=Bnw5g6zsw0A
COMPUTEX,2024,2024-06-04,Intel,INTC,Pat Gelsinger,Xeon 6 with E-cores,cpu,"Intel launched Xeon 6 with Efficient-cores for high-density, scale-out data-center workloads. The product emphasizes higher core count, better performance per watt, and rack consolidation versus older Xeon generations.",144 cores,144.0,count,,announced,Today we are launching Xeon 6 with E-cores.,0.98,5imrulocDlY,https://www.youtube.com/watch?v=5imrulocDlY
COMPUTEX,2024,2024-06-04,Intel,INTC,Pat Gelsinger,Second-generation Xeon 6 with E-cores,cpu,Intel committed to a higher-core-count follow-on Xeon 6 E-core processor later in 2024. The 288-core version is positioned to enable greater rack consolidation for data centers.,288 cores,288.0,count,2H24,roadmap,"Later this year, we will be bringing the second generation of our Xeon 6 with E-cores, a whopping 288 cores.",0.97,5imrulocDlY,https://www.youtube.com/watch?v=5imrulocDlY
